estar,desc
"[""好""]",去旅游的时候就选择东航。
"[""好""]",我觉得选择东航的原因大多数还是看在价格上比较便宜吧>OO<武汉到西安好像是140rmb~
"[""好""]",一般从上海飞出去                                 
"[""还行""]",东航还是比较给力的。不像廉价航空春秋，吉祥这种飞机上没吃没喝。
"[""还行""]",不开心= =这次出去又要乘东航了。。。
"[""很差""]",极差的一家航空公司！！！上飞机前check in，就一帮子人在自动取票处等着，穿的是工作人员的衣服，然后强行帮你办理民生银行的信用卡，其实就是和东航的联名卡，是强行的，什么东西啊！！然后到达目的地取行李时发现好好的行李箱手柄被摔断了，这么牢的手柄都能摔断！！！！可见的他们的运输是多么暴力啊！！！而且东航的飞机，下降过程中，耳膜受的压力和别家航空比是最最最大的，耳膜涨到感觉快爆掉了，每一次都这样！！！以后再也不乘东航了，虽然上航东航是一家，但宁可选择上航的！！！
"[""差""]",诶。。。对东航的评价。。。真心不想说好啊~
"[""还行""]",话说，东航的诟病挺多的，一直晚点，空姐年纪又比较大，而且又不那么地。。。懂的呀！
"[""好""]",东方航空是我最喜欢的国内航空公司之一，虽然经济舱折扣后的价格也很便宜，但是旅行体验比春秋航空好无数倍，座位更加宽敞，而且服务更贴心。虽然说这里的机上餐点也很一般，但是有的吃总好过没得吃，尤其是喝水。在飞机上待两三个钟头，春秋航空连一滴水都不提供，这个显然是有点过分。
"[""好""]",ms出去一直是他家的飞机，这次碰到大雾停飞，不过还好解决了很快，比国航要快很多。服务神马还算可以的吧，其实没有大家说的这么的差，至少我觉得还不错，比他家差的多了，他家的会员还可以积分可以换机票，以前不知到要带卡的，以为只要身份证就可以，一直没有积分，后来采知道要登机的时候出示会员卡或者回来补登积分，他家的飞机餐至少可以吃到热面包，我真么出息啊，好多航空是冷的面包
"[""好""]",我们这种爱出门游的，这二年倒也坐了不少次东航。
"[""好""]",上次去海南坐的它家的飞机
"[""还行""]",坐过N次东航，感觉就是，不便宜，食物超级难吃！！飞机都算大的，小也小不到哪里去的。。。只是这个食物，还可以再难吃点！碰到特价票的，也算值了，但是一般的正价票，真心不便宜。。。
"[""""]",2013年3月22日的MU5212服务不好，但3月31日回程的MU5217感觉完全不一样，有笑容、服务周到全面，赞一下这组司乘~
"[""还行""]",“云南昆大丽”5天的游程，来回都是东方航空，出发的当天飞机稍稍误点，20分钟左右吧，等待的耐心还好没有被消磨殆尽。
"[""差""]",【2013.4.26】飞机一拖再拖。。改了2次最后还是拖了1个半小时。。空姐态度傲慢，有个空少竟然和客人吵起来了。。。晚点了你们也应该要表示歉意吧。。怎么还那么蛮横呢。。。英语说得一塌糊涂，中文说得也会结巴。。。坐了这一趟红眼航班让我对东航印象直线下降。。。
"[""很差""]",垃圾！！！管理极其混乱！！！东方航空=春秋航空
"[""好""]",这次飞武夷山，国内航班，是短距离，服务很专业，空姐很漂亮。但在播语音时，中英文即时翻译，有一段是牛头不对马嘴的。
"[""还行""]",去北京坐的东航的飞机~~~还好吧~~没有延误~~然后抵达时间也比预计的快~~~挺不错的~~东西不好吃~~空姐也一般咯~~~不过毕竟是上海本地的航空公司~~应该要多多支持~~哈哈
"[""好""]",哈哈，误点就是东航的节奏，这次悉尼回来选的东航（价格的关系），东航常误点的，同学说悉尼线还一直蛮准时的，果然还是误点一个多小时，托运行李稍超重一点点外籍地勤态度还蛮好的说算了下次注意。。。
"[""很好""]",东航的服务还是不错的，深圳到上海做了头等舱，待遇就是不一样，鱼肉饭很好吃！就是限量的呀！再要一份就没有了。位置很宽大，有小电视看，拖鞋换。经济舱就显得平平了。不过晚点了半小时，扣一星。
"[""很差""]",太差了！！！1月30开往首尔仁川的飞机✈到点了还不来，乘务人员也不出来讨个说法，太差了，太差了！！（大众还要选星级，真TMD一分都不想给！！）
"[""一般""]",各位 我是来吐槽东航的手机客户端的。。。
"[""很差""]",第一尝试了只有一瓶水的飞机餐，真心小气
"[""好""]",东方航空的厕所吧，难闻。味道太大。和外国的航空公司比就是不行，飞机都是简装的，视频，娱乐都没有的。吃的东西也是只能吃饱。
"[""差""]",第一次做东航的飞机会延误那么久，之前么都是半个小时左右
"[""很好""]",14-03-13 这次去新加坡为了省力往返买的东航直飞，去是10点飞，回来是下午4点半，时间都不错。
"[""好""]",服务不错，饭菜味道也不错，误点率也还可以，就是价格偏高，不到万不得已不会买他们家。
"[""还行""]",国内挺大的公司~~~
"[""还行""]",其实没什么可评的，只是想起件挺有意思的事
"[""还行""]",比春秋好点 不过也麻麻地 有折扣机票的时候还是不错的 偶尔也会延误航班  不过东航的空姐有时候态度不是很好 有点差
"[""很差""]",泰国之行航程篇3 （旅行结束）
"[""很好""]",截止目前 东方航空是乘坐最多的一家航空公司
"[""差""]",东航嘛，也就是略好于廉价航空公司的存在，
"[""还行""]",一般般~。。最近飞机餐貌似有变化。。不过也不好吃。。。就这样了。。。
"[""还行""]",东航延误出了名的 价格便宜只能这样了。。
"[""差""]",一直以来对 @东方航空 的印象还不错的、服务快捷高效、航班多折扣也比较大、食物质素也还可以、直到这一次在我翻开小桌板以后、发现上面残留的类似食物痕迹、差点把隔夜饭都吐出来、斑驳的油渍让人不忍直视、以往的好印象一次性彻底击碎。
"[""很差""]",服务差，航餐难吃拿去喂猪，空姐难看，飞机位子及其不舒服，经常误点，no，是我每次乘都误点，这误点率也太高了吧。地勤的服务态度之差行内少见。
"[""好""]",去HK往返机票都是订的东航 
"[""好""]","基本都会延误,不过服务还不错会及时补偿,空姐的质量一般般.午饭还算可以把."
"[""很差""]",我从来没有给过差评，这个真是不能忍！随意更改旅客的航班，我好好的航班给我改个经停还是半夜，我带着婴儿根本没法坐，打电话给客服，感兴趣的可以试试，永远都是忙请稍后
"[""很差""]",上海航空真心不咋地，准点率太低了，我真的没有办法给好评，让人等那么久，发的点心还就是一包花生米，你让我们这些没吃饭的情何以堪？服务态度真心的差，好歹点心来点面包吧？
"[""还行""]",我估计大多数人坐飞机就是想着一个飞机上的餐饮如何。飞机其实真逗差不多的。
"[""好""]",对比一些廉价航空 东方航空还算是可以的了 不过晚点这个问题 哪家都有 应该出点规定约束下
"[""很好""]",上个月去丽江大理来回的坐的是东航的飞机，坐的飞机都不大，都是小飞机，我们大概人品不错吧，这次飞行之旅每班飞机都是准点的，不像传闻中说的东航的飞机老是晚点。空姐非常热情有礼貌，不过东航的飞机餐可以说是非常难吃，希望能改善一下吧！
"[""好""]",这次我和麦兜去马来西亚亚庇，乘坐的就是东方航空。据说两大航空公司：上海航空和东方航空，已经合并。我还没有乘坐过这两家航空公司的飞机，想尝试下就选择了她家的航班。
"[""一般""]",空姐漂亮有礼貌，不过服务水平一般，服务流程不是井然有序的，感觉不是很贴心的。
"[""一般""]",最近5年坐的飞机，80%都是东方航空。。。因为航线航班很多。。
"[""好""]",老公每次都会选择坐东方航空的飞机，因为国内的航空公司只有东方航空最大了，老公是他家的会员，有东方万里行的会员卡，积分有的话，以后可以换免费的机票。
"[""好""]",东方航空还可以。
"[""很好""]",去包头的时候选的飞机，提前半个月定的机票，上海到包头只要500多，实惠。就是要7点多赶到虹桥飞机场，还要和旅游团的人一起做飞机， 有点小吵有点小累，但是价格便宜，特价飞机是小飞机，一排就6个座位，面包点心送一次，还会送2次饮料，空姐空少都很精神，让人感觉十分舒心。东方航空也没吉祥这样误点那么厉害，还算不错的航空公司哦。
"[""很差""]",“请你谈论一下你对东方航空公司的感想”----“能说脏话么？ 除了脏话和抱怨我没什么想说的了“
"[""好""]",乘过好多次 赶脚还ok 基本木有什么误点
"[""很好""]",看到好多黑它的，不过窝窝做过3，4次都挺好的。
"[""一般""]",已经无数次东航过了！国内的国际的，条条线路都被虐过！想想么上海本地航空公司，也就不拿出来说事了。可是这次真是忍无可忍，彻底爆发！
"[""好""]",2013年回恩施坐过一次，就那一次还挺不愉快的。
"[""很好""]","虽然历来东航被人抱怨又晚点又服务差, 饭难吃(饭确实难吃~~航空公司饭第一难吃都不为过), 而且我还能加一条: 起飞时候那个猴急哦~就像不一把拉上去就像要死人一样的, 加拿大航空公司起飞时候的节奏好多了, 不会给乘客以被硬拖上天的感觉."
"[""还行""]",从上海到广州去出差，去程坐的是MU5333的航班，那是一般小飞机，非常拥挤。幸好只有两个半小时的航程，不然要闷坏了。记得第一次坐东航是8年前去日本留学，那时的印象还是不错的。
"[""还行""]",服务感觉比吉祥好一点，但是晚上连个小吃都没有的，去程坐的吉祥，感觉发的小吃够烂的了，结果东方直接连吃的都没有，又不是廉航，这跟坐春秋有啥区别啊
"[""差""]",去新加坡玩，坐的是东航飞机，实际也就是原来的上航。虽然往返时间都准点，但感觉还是很差，咱就不说空姐空少的长相和身材了，这个其实还是次要的，其实给每个乘客最好的应该就是服务，可是真的感受不到，这些空乘们一个个面无表情，冷淡无笑容，看的有些吵的小孩居然会板着脸一副厌恶的表情，还有乘客要啤酒要红酒居然回答说没了，我靠，这个飞机我看看大概就坐了一半的人，这些东西也会没有，什么跟什么啊，真够破的，好好跟人家国外的航空公司学学什么是服务意识吧！
"[""差""]",东方航空应该是从上海出发的班次最多的航空公司了，可是服务水准实在是给上海丢脸。1、2个小时的晚点简直是家常便饭，坐东航的飞机准点起飞简直是奇迹。机餐也很难吃，空姐长的也很难看，年纪普遍比其他航空公司大，服务意识较差。
"[""还行""]",感觉他家投诉就是做样子，
"[""很差""]",国内航空基本就这幅样子了
"[""好""]",之前去国内的旅游好像都是定的东方航空的 ，旅行社帮忙定的也是这家的 ，，不知道为啥，就去塞班岛的时候是四川航空的，可回来的时候又是东方航空的了，，
"[""好""]",这次去青岛玩来回都选择了东航，理由是时间和价格都在心里可接受的范围内。反正全程就2个小时以内，坐坐东航还是蛮经济实惠的。飞机上的娱乐设施就只好呵呵呵了，本来每隔两排头顶上面会放下来个小屏幕，准备播放超体的，没想到看了十分钟不到就收回去了。。。飞机餐也好难吃啊，中午时候连个主食也没有，就一个硬硬的小面包而已。反正对我来说也就国内的短程可以考虑东航，其他就优选别家了。回来的时候发现青岛机场大多航班都是MU开头的，看来东航在那里占了好大一片江山啊。
"[""好""]",从上海出发，很难没有不坐过东方航空，所以坐多了感受也就多了。
"[""很好""]",以往小薄荷乘坐多是东航的国内航班，最远哒也没有超过三小时的航程( ⊙ o ⊙ )啊！这回出游新加坡选航班的时候，因为只考虑直飞，所以亚航的就直接省略~\(≧▽≦)/~啦啦啦~但在新航和东航两者之间纠结了老半天，小伙伴们一直强烈推荐小薄荷选新航，小薄荷也知道新航好\(^o^)/~五星航空嘛，思量许久最终还是出于经济方面的考虑，当时比选下来还是觉得东航的综合性价比稍微高了那么一些些嘛(*^__^*) 嘻嘻……关键还是两者往返票价的差额多了那么一点点O(∩_∩)O哈哈~出发的时候订的是东航的MU567上午9:55起飞，抵达新加坡是下午3:35，我们和新加坡没时差，感觉这个时间段还是很合理，最主要的是那时候这个航班的报价才RMB500+，万万没想到小薄荷还能抄到低价票的讲~\(≧▽≦)/~但返程的航班相比先前差距就大了去吖，而且还搞的超紧张额(⊙o⊙)…简直是处于一票难求的状况，如果没有退改签的话小薄荷订完就应该只剩最后一张叻╭(╯3╰)╮818这可是小薄荷头一回乘坐东航的国际航班哟，的确要比国内航班的设施好耶，除了配置方面国际统一外，但每个座位空间相比还是略小，五个半小时的航程动弹的空间太有限，不晓得东航其他国际长途航班的情况是否也如此呢(ˇˍˇ） ～影片方面也新片源，其中的《超能陆战队》同期好像也也刚上档吧。另提供一份吃不饱、味道也不咋滴的飞机餐之外，勉强先垫垫饥吧，没有点心，饮料方面软饮料居多，小薄荷对这个倒是真心无所谓，反正我只喝白开水O(∩_∩)O~
"[""好""]",去的时候很愉快，空乘都很礼貌面带微笑，心情都很愉快。但是回来的就不对了，问空乘要样东西都是很难的事情，个个都板着脸叫天天不应叫地地不灵的感觉，也是醉了😩
"[""一般""]",去的时候，也不知道什么原因，飞机晚点，也没有通知，就在登机口很小的地方贴了张纸，然后又要赶到完全不同的方向，跑的都累si，急si，直到最后登记时间才有人慢慢悠悠出来广播，然后原因也解释不清楚，天气很好，不是天气原因，晚上就莫名晚了50分钟，换了架飞机、、、什么补偿都没有！
"[""很好""]",一般习惯乘坐东航航班，航线与班次比较多，办理登机手续柜台也多，比较方便。尤其去北京，京沪快线，航班是小时级的密度。一边望机场赶一边就定机票，节约不少时间。今天天气不错，有点轻微雾霾，起飞时间延迟十五分钟，还算不错哦。
"[""很差""]",东方航空公司会泄露客人信息 卖出去 还删我点评 我绝对有实际消费 信息就是被你们卖的
"[""非常好""]",东航的飞行水平还是很好的，乘坐的次数最多了，每次都开的很稳
"[""好""]",上海航空和东方航空已经合并，这次出游乘坐的就是：东方航空。去浦东机场1号航站楼，哪里有他们家自助打印登机牌的机器，不过打印的登机牌好简单。
"[""很好""]",这次搭乘的广州到上海的航班，飞机好大。商务舱的座位很充足，不像平时看到的飞机才3-4排的样子。这次坐的算大飞机，座位共三列。商务舱的位置数为1-9吧，经济舱从30开始计数。空乘服务还不错，就是作为间隔有一点小。飞机餐一如往常的难吃。
"[""非常好""]",好幾次撐過東航的飛機，卻是第一次評價她。感覺其實還蠻人性化的，如果生日的當天乘飛機，會優先發航空餐，還有生日快樂祝福卡。如果是中秋節去的話，還會有月餅相送。空乘務員，是所謂的空姐，也算是長得還可以，服務態度也還好。飛機的位置過得去，談不上特別擁擠。機票不是很貴，屬於經濟型。
"[""好""]","很早就想去旅游了,為了節省點機票錢就早早的通過攜程网預訂了東方航空的特價機票."
"[""很好""]",许久没有搭乘东方航空的飞机了， 以前的数次经验十分的不好， 因此有一段时间没有乘坐东方的飞机。
"[""好""]",~ 广州の旅 ~
"[""非常好""]",东航算是乘坐过的飞机里最满意的，服务好'尤其空姐是这些里头最漂亮的！
"[""很好""]",现在公司和东航签订了大客户协议，为此出差基本都是做东航的。比起国内航班，国际航班的座椅舒适度好了很多，另外现在座位上也配备了娱乐系统，播放影片长途旅行也不会觉得累了。
"[""很好""]",服务还可以吧，总体来说一般，飞机餐比较难吃。航空公司餐都差不多。
"[""很好""]",几乎每次去上海，都是坐东方航空的飞机，去杭州也是，也许东航在华东那边影响力比较大吧，而在广州，应该就是南方航空公司啦，基本上来回上海跟杭州都是A320的中机，总共六个位置一排咯。登机时空姐会很礼貌地在门口欢迎你，东航的空姐都挺漂亮，身高不是很高，典型的华东美女吧。如果运气好，还会有报纸给你拿。
"[""好""]",上海是东航的母港，所以魔都出发的航班国内的话还是首选MU，有优先航路进路，占据了浦东T1半个出发层的值机柜台和永远吵吵嚷嚷的排队补托运柜台...机型以空客为主，客舱服务一般般，毕竟人多，平飞后的餐食总是吃的匆匆忙忙...天合联盟会员卡值机VIP，登机不排队，这点蛮好
"[""好""]",还行吧，自从和上航合并后，感觉服务好点了。
"[""很好""]",第二次坐东方航空，一如既往的喜欢他们家的餐点。
"[""好""]",以前坐飞机首选东航，因为一部紧急迫降的电影。
"[""""]",东航因为航班多，价格便宜，也是出门常常选择的航空公司。
"[""好""]",小鱼上次出差新加坡
"[""很差""]",不知道为什么取消航班 并且推迟到晚上10点多的那趟  咨询前后两天都没有想要的时间准备退票 结果网上搜索了一下还在卖着被取消航班的机票  太过分了！！！当顾客是傻子啊！
"[""还行""]",坐过次东方航空，幸好没有碰到什么特别讨厌的事情。
"[""好""]",相比而言，国内的航空公司我还是比较喜欢东航的。
"[""很好""]",相比较国内其他的航空公司 东航还是蛮好的 SO价格就比其他的要贵一些
"[""一般""]",空姐是漂亮的，服务态度不算太好，然后就是位置之间的空间超级拮据。从上海飞悉尼，墨尔本回上海，都是十个钟头朝上，空间一小就感觉吃不消了。
"[""很好""]",总体来说东航还是蛮好的~相比本国其他一些航空公司来说~so票价好似要贵一些~
"[""一般""]","感覺在本國最好的航空就是東航了... 雖然只是經濟艙(上海飛香港航班), 但此次菜色真的不怎樣! 怎麼沒有一些土豪集資為國家創建更高檔的航空公司呢!? 安全第一、服務好、少誤點、空姐漂亮、國際長途線有電視等等...  XD"
"[""一般""]",对东航印象很不好，会经常晚点，飞悉尼时晚点了一个半小时，而且机餐超级难吃！
"[""非常好""]",航班延误了乘务员一直来回跑帮助我们，赞
"[""好""]",除了飞机餐其他都还好，早餐的粥和咸菜太难吃了= =
"[""很好""]",作为上海本土人，对东方航空还是很有感情的，出行有得选择就一般选东航，这次飞武汉也选了东航。
"[""好""]",时间：2016.03
"[""好""]",* 去日本坐的是东航飞机，上海出发去日本的航班比较准时，回程的航班因天气原因取消了，东航公司给安排了神户酒店入住，比较不满意的是机场去酒店的车程需要一个多小时，因此当天也就睡了3-4个小时不到，没有晚餐和早餐供应，只发了一些零食和水。
"[""很好""]",从小时候就开始知道CEA了。那时候是受了爸爸的影响，爸爸那时几乎每周都会去国外出差。所以我也一直借爸爸的光，每次出去玩都会是爸爸买的头等舱。每次听到东航，我都会被感情切。看着它一路上的发展，虽然不能与Sky Trax五星认证的新航比，也比比不过一些外航的细致服务。但是在我个人的心目中，它也算是中国比较好的航空公司了吧！以下是上次回国的时候记录下的飞行照片。总的来说还过得去吧。就是希望东航的洗漱包可以内容再丰富一些。
"[""很差""]",我是东方航空的金卡会员，同时也是新加坡航空公司Kris flyer 金卡会员。 这几年我基本上每年飞十几到二十万公里，国内国外都飞。说实话这几年我看到了东航改善了它的服务，空姐等态度变得好多了。虽然还不能和新加坡航空公司比，但肯定是比本来好多了。我对东航的最大意见就是准时率。从上海离开还好点，但从北京广州回上海的航班准时率相当的低。有些航班准时率低于30%。这对于每星期都飞的人这是不能接受的。另外一点特讨厌的就是东航航班一般不会把飞机连在登机口上而把飞机停的很远然后用巴士运乘客。往往飞机停的很远也就是说飞机降落之后你需要20，30分钟从飞机回到机场登机口。我飞东航的理由有两个，第一是因为我现在based在上海而东航飞往上海的航班最多。第二就是我在美国delta的会员系统上已经飞了差不多一百万英里而东航也在sky team系统里。现在去北京一半时候我已经用高铁，这比飞东航要好多了。
"[""好""]",上海直飞纽约的公务舱，反鱼骨的公务舱设计私密性还是不错的，每个人都有可以靠走道。虽然新飞机的硬件提升了，可是服务还是跟不上。飞机餐一如既往的不咋地，纽约飞上海的稍好于上海飞纽约的。洗漱包也是要吐槽的对象，居然连眼罩都没有。餐单也是，不舍得一人一本，非要空姐拿着一本一个人一个人的传着看。
"[""很差""]",可以不打星吗？这次去香港旅行是我最糟糕的一次出行。说取消就取消，没有解释，没有任何说法，眼看别人的航班飞走，只告知原地等消息。24小时以上的等待只能说我们活该吗？你们的解释呢?这就是你们的服务?
"[""一般""]",买的特价票 所谓婴幼儿安全带 就是大人带上安全带抱着宝宝 这真有事 我能抱得住吗 真想给一星
"[""好""]",☞2014.3 ∝╬══→ 我与广州有个约会☜
"[""很好""]",魔都吃货团广州美食游记
"[""很好""]",第一次坐东航，没有觉得服务特别好或差，空姐不算漂亮身高不高。
"[""很差""]",我所有坐过的航班的航空公司中最差的一个！晚点了五个多小时，虽然是由于天气原因，但也不提前告知大家，傻子一样等着。。。什么投诉电话嘛打不通的，根本就是面子工程。等等等，比我们晚的航班都起飞了，我们依然在等着登机，说什么无限期延误。。。好不容易挨到登机了，又在上面干等了半个多小时，说什么航空管制，尼玛！怎么什么倒霉事都给碰上了？空乘也没有一句道歉话，绝望了！那天又有急事赶时间，最后全部乱套了。再也不坐东航！
"[""好""]",Mu的航班还算常坐吧  价格也还可以  自己是常旅客  一般都会定他们的
"[""好""]",东航北京线真是烂透了上午九点二十改到下午三点五十通过吵架改签到虹桥又是一路的颠簸下午五点半才到北京huila
"[""很差""]",各种delay，各种无解释，各种等待不处理！服务态度差，分飞机餐的时候一直一扔就算了。特别是浦东中转时候的地勤人员，一幅爱理不爱的态度，难道我们都没给飞机票钱么？
"[""很好""]",东方航空 应该是国内坐的最多的航空公司了
"[""好""]",坐过好多次，国际航班稍微好点，不太会延误，空乘服务也挺好，就是航餐太难吃鸟。。。。
"[""很好""]",很满意的说，机餐不错，服务也不错，最后还送了哈根达斯，很意外的说~
"[""很好""]",晚点很正常，感觉还是高铁实在，飞机的安检真的是~~~
"[""很差""]",东方航空航班取消、受理迷失旅客投诉及相关部门
"[""很差""]",东航的售后处理非常糟糕，体验在延误后，派遣机场内的工作人员进行糖塞，东航人员没有出面解决，延误后需等待的小时数没有及时沟通，航班取消后是否可以提供改签，以及住宿和餐饮安排非常糟糕。最开始的时候用天气原因进行推脱责任，当同一时间飞往同一地点的航班起飞了，就不给出解说，强迫乘客接受结果，没有任何选择余地。其他航空公司相比，处理延误的服务态度专业很多
"[""好""]",临时飞了个上海，买的最早班东航机票，到浦东国际机场。还算方便，起飞降落都比较准点，早餐餐食也是很简单，馒头，卤蛋咸菜还有搭配的饮料咖啡什么的，只喝了几口咖啡。一直是东方万里行的会员，也累积了不少行程，这次飞行时间短又是临时决定飞的所以没有升舱这次，但是登机VIP通道我还是很爽的，毕竟没有排队。空姐空少颜值感觉东航的还算中等的，至少有几个很养眼，服务态度都挺好。
"[""很好""]",这次回重庆选的东方航空头等舱，一共八个座位一组两个。
"[""很好""]",刚刚坐了东航从韩国回国，可能飞机坐的并不多吧，比较起来感觉东航还是可以的。来回程的起飞时间都没有延误，去的时候上飞机，看见我们带宝宝的，还给了小礼物，哄的孩子也高兴。就是回程的时候因为经停上海还要转机去武汉，出行李很慢。因为是团体票，旅行社定的也是没有午餐和晚餐的航班，一人发了一瓶水。
"[""很好""]",不知自己公差多久没坐经济舱了，本周却因特殊情况，不情愿的坐了一回上海-威海经济舱往返，可结果真是出乎意料。这次我要给东航大大的赞！
"[""好""]",本来一直选择东航直飞旧金山但是！！！去年暑假它们机票超售！！！起码有三十个客人被告知不能上机，一部分人被要求可以升公务舱但是是洛杉矶的！我要去旧金山！！你给我洛杉矶还要我自己出钱转机什么意思！！！后来磨蹭了半天说还有位置我就上去了，东航的餐食难吃我觉得大家应该都知道，如果不是当初机票便宜怕转机真的不会选择你们！！！！你们得空姐能不能有点微笑啊！！！机票能不能不要再超售了！太失望！！
"[""非常好""]",飞机餐太挫了，鸡肉饭里找不到一点鸡肉，都没有备毯子，还得问了才拿，国内航班不及国际航班好啊！
"[""很好""]",不知怎么回事，最近买的东航的机票，经常需要乘摆渡车到飞机上或从飞机上下来乘车到达机场，觉得很不方便哎，特别是带着老年人同行的话，走楼梯真的不容易啊，如果是走廊桥的话多方便啊。
"[""一般""]",以前没觉得东航这么差，这次飞巴厘岛感受了下。刚上飞机冷气很足，6月穿长裙披风衣都有点冷，但飞机上的毛毯超级薄，盖了和没盖一样。空乘服务还行，但这飞机也太古老了吧？要飞6个多小时呢，而且是17点多到24点的既定时间段，飞机上啥娱乐设施都没，除了耳机里循环播放的古典音乐，听得人生厌。飞机餐么，猪肉饭里面肉很大片，可惜淡而无味。
"[""一般""]",在三大航空公司里面东航算是比较差的了，尤其是飞广州的航班真的比南航，国航，差多了，取消了很多个班机，找客服改签，有的人说可以改联航，有的人说不可以，口径非常的不同，很麻烦，取消就取消了所有飞广州的，非常不好，地勤方面也是一般吧，飞机上面的餐饮也是不太好，如果可以选择的话，都不会选择东航了，感觉真的不太行
"[""很好""]",其实一开始做得比较多的东西东方航空我觉得这边比较好的是这样的就是说你登记的那个电子信息不管你通过什么途径买票啊只要是说你乘坐飞机之后它会帮你自动累计积分就是积分的有效期我觉得有点短适当的是不是可以延长一点怎么样
"[""好""]",国内出行一般选择东航，班次多，价格也算实惠，吃的东西要求不高只要填饱就行。唯独积分兑换机票比较坑爹，一直没兑换成功。
"[""好""]",从上海去青岛的时候坐的是东方航空，后来也坐了几次东航，空姐空哥都还是不错的，印象深刻的海鲜饭，是虾仁和萝卜干炒饭在一起，印象深刻啊哈哈
"[""很好""]",虽然航空管制晚点了半小时，但是跟预计时间差不多~总体还是很舒服的…飞机餐的鸡肉饭，鸡肉还是很好吃的，哈哈
"[""很好""]",======================点评是一种态度===========================
"[""很好""]",貌似没人把东航归入廉价航空，但其实不管国内还是境外的机票价格都比同类航空公司便宜，以至于一比价格，发现春秋飞的航班固然是春秋便宜，但春秋不提供的航班就是东航最便宜。
"[""一般""]",不太喜欢的航空公司~~
"[""一般""]",从上海到哈尔滨，8.45 登机在飞机上坐了一个小时，忽然告之那边天气不好取消，天气不好是不可抗拒原因那么接受，按排了住宿，折腾到晩上11点才到酒店，累死了
"[""很差""]",之前总觉得东航还可以的，合并之后的（东航+上航）越来越差，乘坐的上海往返北京，不是晚点，就是取消航班，并且之前预定过座位的话，后面一个航班就不能再选，只能选最差的座位了。
"[""一般""]",国际航班，大约3小时前就可以换登机牌了。
"[""很差""]",航班取消改签也就算了，意外险得重新买，有这种事儿吗？从接线到机上服务都显得很不专业，很失望啊！！！
"[""很好""]",这次去韩国，订了东方航空飞机，来回。发型飞机是有吃的，小型飞机没有，正好去有回来没有！
"[""好""]",记得那些年坐过的东航。。哈哈
"[""好""]",坐东航很多很多次了。一般是晚上和下午。
"[""好""]",这次是去韩国，来回全是东航，去济州岛时因为才飞1h所以没有飞机餐提供，就发了一瓶恒大冰泉，而且延误了有40min。
"[""很差""]",5月26我乘坐MU5124从北京飞往上海虹桥机场T2，东航空姐在服务过程中无视客户的呼唤铃并将啤酒喷洒至我头发及手臂，飞机到达上海后因航空公司运力需求，该航班停靠在T1，当晚上海下大雨，地面服务未提供任何遮雨设施，乘客淋大雨等短驳车，东航无视客户投诉，东航昨日下午2点20回电态度强硬告知客户：航空公司的义务仅限将旅客送到目的地并威胁我说我侮辱东航服务人员，如果我继续闹大投诉东航采取法律手段，请问东航所有投诉电话录音中有任何脏话吗？服务这么烂还有理了！普通百姓乘东航被空姐喷撒啤酒渍和被空姐忽视服务是正常的对吗？
"[""很好""]",我觉得是飞首尔shopping的首选
"[""很差""]",本身以前出差很多，对东航印象还蛮好的，于是这次出差也选择了东航。今天5月25早上，一早高高兴兴去登机，登机口照例先放行vip们，接着放普通人群。排在队伍中间顺利的跟着队伍走到65登机口了，检票员突然不收我的登记卡还伸手把我使劲拦到一边，说，你在这边等一下。接着笑容满面的接过我身后的几个人的登机牌，先放行他们几个了！就算是VIP好了，排另一条队优先登机我没有意见，突然中间强力插队，还竟然拦住前面的人先放行他们，还有没有先来后到了？！检票员有没有基本的逻辑常识？有没有基本的礼貌？要不要这么变色龙狗腿子？？？
"[""非常好""]",国内三大航之一，非常棒的航空公司！性价比很高，很会为旅客着想。
"[""非常好""]",飞机餐有黄辣酱，很好吃很辣！飞机也比较平稳
"[""非常好""]",第一次乘坐海南航空，
"[""很好""]",7⃣️8⃣️7⃣️-9⃣️客機比較🆕，乘坐比較舒適，窗的視野比較開闊，窗下🔘調降明暗光線比較🈶️創意，👍
"[""很好""]",第一次坐海南航空，还是很准时的哟，空姐为主，空少不多。整个飞行乘坐体验还是不错的，它家的乘坐安全须知的视频拍得很赞，不是那种常规的，而是类似旅游宣传片，各种场景很有美感。提供一顿飞机餐，和闺蜜因为睡得有点迷糊，一开始以为是海南鸡饭，后来才知道应该是机饭，不过的确是鸡肉丝的，有酱油包和黄辣椒包，饮料可选性也比较大，总体很满意。
"[""好""]",第一次乘坐海南航空的飞机，不过不是飞往海南岛，而是飞往广东广州。在上海的虹桥机场登机，飞机准点起飞没有晚点延误。两个多小时的飞行航程中提供一顿午餐，是为“海航机饭”。空姐刚刚提到的时候，还误听成了“海南鸡饭”，心想哎呦飞机上还提供这么有特色的海南美食呢。
"[""很差""]",我不想说，我坐到座位尽然是这番景象，我可以说，我是中奖了吗！维修也不修！！还搞个胶带纸粘上！关键是你倒是粘住啊！还没碰，就砸到我腿上，什么鬼！我可以骂人了都！而且连补救都没有！这就是所谓的不期而遇，相伴相惜吗！我不想说话了，真的差评差评差评！！
"[""很好""]",反正就是晚点了，并没什么不满：）
